node,industry,country,in_degree,out_degree,flag_reason,decision
iljin bearing,Automotive,South Korea,1,0,low degree,
iluka resources,Metals & Mining,Australia,1,0,low degree,
im tech,Technology Hardware,South Korea,1,0,low degree,
impala,Mine,South Africa,0,1,low degree,
imv corp/japan,Machinery,Japan,1,0,low degree,
ina-holding schaeffler gmbh & co kg,Automotive,Germany,1,0,low degree,
inalways,Electrical Equipment,USA,1,0,low degree,
incirec pivol llo,Chemicals,USA,1,0,low degree,
indeck energy services,Electric Utilities,USA,1,0,low degree,
independent electricity system operator,Electric Utilities,Canada,1,0,low degree,
indian synthetic rubber pvt,Industrial Intermediate Prod,India,1,0,low degree,
indianoil petronas pvt,Oil & Gas Producers,India,1,0,low degree,
indo acidatama tbk pt,Renewable Energy,Indonesia,1,0,low degree,
indo kordsa tbk pt,Industrial Intermediate Prod,Indonesia,1,0,low degree,
indonesia chemical alumina pt,Chemicals,Indonesia,1,0,low degree,
indonesia ferry property pt,Engineering & Construction,Indonesia,1,0,low degree,
indonesia nanya indah plastics corp pt,Chemicals,Indonesia,1,0,low degree,
indorama ventures pci,Chemicals,Thailand,1,0,low degree,
indus towers,Engineering & Construction,India,1,0,low degree,
industrial gas & welding electrode jsc,Electrical Equipment,Vietnam,1,0,low degree,
industrias arteb ltda,Automotive,Brazil,1,0,low degree,
infineon technologies,Semiconductors,Germany,1,0,low degree,
infinera,Technology Hardware,USA,1,0,low degree,
infore environment technology,Engineering & Construction,China,1,0,low degree,
infosys,Technology Services,India,1,0,low degree,
infund holding,Industrial Intermediate Prod,China,1,0,low degree,
ingenieria y construccion de matrices,Machinery,Spain,1,0,low degree,
ingenieur gudang bhd,Steel,Malaysia,1,0,low degree,
ingersoll rand,Machinery,USA,1,0,low degree,
inktec,Chemicals,South Korea,1,0,low degree,
inland waterways authority of india,Transportation & Logistics,India,1,0,low degree,
inner mongolia dazhong mining,Metals & Mining,China,1,0,low degree,
inner mongolia east electric power,Electric Utilities,China,1,0,low degree,
inner mongolia huanggang mining,Metals & Mining,China,1,0,low degree,
inner mongolia huanghe industry & trade group wanteng iron & steel,Steel,China,1,0,low degree,
inner mongolia huineng coal & electrical,Metals & Mining,China,1,0,low degree,
inner mongolia north hauler jsc,Transportation Equipment,China,1,0,low degree,
inner mongolia pingzhuang energy,Metals & Mining,China,1,0,low degree,
inner mongolia qinghua group qinghua coal chemical,Chemicals,China,1,0,low degree,
innergex renewable energy,Electric Utilities,Canada,1,0,low degree,
innospec,Chemicals,USA,1,0,low degree,
inoue jikuuke kogyo,Machinery,Japan,1,0,low degree,
insteel industries,Industrial Intermediate Prod,USA,1,0,low degree,
intai technology,Medical Equipment & Devices,Taiwan,1,0,low degree,
integer,Medical Equipment & Devices,USA,1,0,low degree,
integracion energetica argentina,Oil & Gas Producers,Spain,1,0,low degree,
integrated nickel operations,Mine,Canada,0,1,low degree,
inteplast group ltd/nj,Industrial Intermediate Prod,USA,1,0,low degree,
intercable srl,Machinery,Italy,1,0,low degree,
international,Medical Equipment & Devices,USA,1,0,low degree,
international aero engines,Aerospace & Defense,Germany,1,0,low degree,
international business machines,Technology Services,USA,1,0,low degree,
international distributions services,Transportation & Logistics,UK,1,0,low degree,
international steels,Steel,Pakistan,1,0,low degree,
invenia,Semiconductors,South Korea,1,0,low degree,
invista sarl,Chemicals,Luxembourg,1,0,low degree,
inzi controls,Automotive,South Korea,1,0,low degree,
ionics inc/philippines,Technology Hardware,Philippines,1,0,low degree,
ipg photonics,Semiconductors,USA,1,0,low degree,
ircon international,Engineering & Construction,India,1,0,low degree,
iren,Electric Utilities,Italy,1,0,low degree,
iriso electronics,Electrical Equipment,Japan,1,0,low degree,
irizar s coop,Transportation Equipment,Spain,1,0,low degree,
irving shipbuilding,Transportation Equipment,Canada,1,0,low degree,
is dongseo,Engineering & Construction,South Korea,1,0,low degree,
isavia ohf,Transportation & Logistics,Iceland,1,0,low degree,
ise automotive,Automotive,Germany,1,0,low degree,
ise chemicals,Chemicals,Japan,1,0,low degree,
ishikawa giken industry,Steel,Japan,1,0,low degree,
israel aircraft industries international,Aerospace & Defense,USA,1,0,low degree,
italgas,Gas & Water Utilities,Italy,1,0,low degree,
itm semiconductor,Semiconductors,South Korea,1,0,low degree,
itochu enex,Oil & Gas Producers,Japan,1,0,low degree,
itt,Diversified Industrials,USA,1,0,low degree,
iwis se & co kg,Automotive,Germany,1,0,low degree,
izhstal ojsc,Steel,Russia,1,0,low degree,
izumoto seiko,Machinery,Japan,1,0,low degree,
j steel australasia pty,Steel,Australia,1,0,low degree,
jade-sterling steel,Steel,USA,1,0,low degree,
jadi imaging holdings bhd,Chemicals,Malaysia,1,0,low degree,
jae tech,Automotive,USA,1,0,low degree,
jaiprakash power ventures,Electric Utilities,India,1,0,low degree,
jamco,Aerospace & Defense,Japan,1,0,low degree,
jan de nul,Engineering & Construction,Netherlands,1,0,low degree,
japan airport terminal,Transportation & Logistics,Japan,1,0,low degree,
japan climate systems,Automotive,Japan,1,0,low degree,
japan electronic materials,Semiconductors,Japan,1,0,low degree,
japan engine,Machinery,Japan,1,0,low degree,
japan freight railway,Transportation & Logistics,Japan,1,0,low degree,
japan marine united,Transportation Equipment,Japan,1,0,low degree,
japan material,Semiconductors,Japan,1,0,low degree,
japan organization for metals and energy security,Oil & Gas Producers,Japan,1,0,low degree,
japan pure chemical,Chemicals,Japan,1,0,low degree,
japan resistor manufacturing,Technology Hardware,Japan,1,0,low degree,
japan saudi arabia methanol,Chemicals,Japan,1,0,low degree,
japan transcity,Transportation & Logistics,Japan,1,0,low degree,
japan u-pica,Chemicals,Japan,1,0,low degree,
jardine strategic,Automotive,Bermuda,1,0,low degree,
jasamarga bali tol pt,Transportation & Logistics,Indonesia,1,0,low degree,
jasamarga kualanamu tol pt,Transportation & Logistics,Indonesia,1,0,low degree,
jason industries,Machinery,USA,1,0,low degree,
jatim taman steel manufacturing pt,Steel,Indonesia,1,0,low degree,
jazz aviation lp,Transportation & Logistics,Canada,1,0,low degree,
jb hunt transport services,Transportation & Logistics,USA,1,0,low degree,
jbm auto,Automotive,India,1,0,low degree,
jcet,Semiconductors,China,1,0,low degree,
jcy international bhd,Technology Hardware,Malaysia,1,0,low degree,
jdc,Engineering & Construction,Japan,1,0,low degree,
jeen yang industrial,Steel,Taiwan,1,0,low degree,
jeju hanlim offshore wind,Electric Utilities,South Korea,1,0,low degree,
jembo cable co tbk pt,Electrical Equipment,Indonesia,1,0,low degree,
jenax,Steel,South Korea,1,0,low degree,
jenoptik,Technology Hardware,Germany,1,0,low degree,
jeongam wind power,Electric Utilities,South Korea,1,0,low degree,
jera,Electric Utilities,Japan,1,0,low degree,
jersey electricity,Electric Utilities,UK,1,0,low degree,
jet2,Transportation & Logistics,UK,1,0,low degree,
jfe systems,Technology Services,Japan,1,0,low degree,
jg environmental technology,Machinery,South Korea,1,0,low degree,
ji-haw industrial,Electrical Equipment,Taiwan,1,0,low degree,
jia wei lifestyle,Industrial Intermediate Prod,Taiwan,1,0,low degree,
jiande city construction and development investment,Engineering & Construction,China,1,0,low degree,
jiangmen jiangci electric engineering enterprise,Electrical Equipment,China,1,0,low degree,
jiangsu baoli international investment,Construction Materials,China,1,0,low degree,
jiangsu boamax technologies,Industrial Intermediate Prod,China,1,0,low degree,
jiangsu huaihe chemicals,Chemicals,China,1,0,low degree,
jiangsu huasheng tianlong photoelectric,Machinery,China,1,0,low degree,
jiangsu jiangnan water,Gas & Water Utilities,China,1,0,low degree,
jiangsu kumho yangnong chemical,Chemicals,China,1,0,low degree,
jiangsu leadmicro nano technology,Machinery,China,1,0,low degree,
jiangsu liba enterprise jsc,Chemicals,China,1,0,low degree,
jiangsu sanfame polyester material,Chemicals,China,1,0,low degree,
jiangsu shentong valve,Industrial Intermediate Prod,China,1,0,low degree,
jiangsu skyray instrument,Electrical Equipment,China,1,0,low degree,
jiangsu tongguang electronic wire and cable,Electrical Equipment,China,1,0,low degree,
jiangsu wanlin modern logistics,Transportation & Logistics,China,1,0,low degree,
jiangsu wuzhong economic technology development,Engineering & Construction,China,1,0,low degree,
jiangsu yangrong chemical,Chemicals,China,1,0,low degree,
jiangsu yuxing industrial & trading,Chemicals,China,1,0,low degree,
jiangsu zhengdan chemical industry,Chemicals,China,1,0,low degree,
jiangsu zhongtian technology,Electrical Equipment,China,1,0,low degree,
jiangxi ganyue expressway,Transportation & Logistics,China,1,0,low degree,
jiangxi wannianqing cement,Construction Materials,China,1,0,low degree,
jiangxi xinyu guoke technology,Aerospace & Defense,China,1,0,low degree,
jiangxi xiushui xianglushan tungsten,Metals & Mining,China,1,0,low degree,
jiangxi zhicheng automobile,Automotive,China,1,0,low degree,
jianshe industry group yunnan,Aerospace & Defense,China,1,0,low degree,
jiaxing huachang electric furnishing,Automotive,China,1,0,low degree,
jiaxing jinyan chemical,Chemicals,China,1,0,low degree,
jiayou international logistics,Transportation & Logistics,China,1,0,low degree,
jilin chemical fibre,Chemicals,China,1,0,low degree,
jilin jinguan electric,Electric Utilities,China,1,0,low degree,
jilin province chuncheng heating,Electric Utilities,China,1,0,low degree,
jilin province tonghua iron & steel international trade,Metals & Mining,China,1,0,low degree,
jin tong ling technology,Machinery,China,1,0,low degree,
jindal photo,Technology Hardware,India,1,0,low degree,
jindal saw,Industrial Intermediate Prod,India,1,0,low degree,
jindal stainless,Steel,India,1,0,low degree,
jinduicheng molybdenum,Metals & Mining,China,1,0,low degree,
jingwei textile machinery,Machinery,China,1,0,low degree,
jinlei technology,Renewable Energy,China,1,0,low degree,
jinsung remicon,Construction Materials,South Korea,1,0,low degree,
jinsung t e c,Machinery,South Korea,1,0,low degree,
jinxi axle,Transportation Equipment,China,1,0,low degree,
jinzhou titanium industry,Chemicals,China,1,0,low degree,
jiuli,Steel,China,1,0,low degree,
jmc electronics,Semiconductors,Taiwan,1,0,low degree,
joby,Aerospace & Defense,USA,1,0,low degree,
jochu technology,Technology Hardware,Taiwan,1,0,low degree,
johannessen trading,Steel,USA,1,0,low degree,
john bean technologies,Machinery,USA,1,0,low degree,
johnstown wire technologies,Steel,USA,1,0,low degree,
jointo energy investment co ltd hebei,Electric Utilities,China,1,0,low degree,
joist estructuras sa de cv,Engineering & Construction,Mexico,1,0,low degree,
jolun a/s,Chemicals,Norway,1,0,low degree,
jonan denki kogyo kk,Electrical Equipment,Japan,1,0,low degree,
joon,Automotive,USA,1,0,low degree,
joong ang enervis,Oil & Gas Producers,South Korea,1,0,low degree,
jordan cement factories co psc,Construction Materials,Jordan,1,0,low degree,
jordan phosphate mines,Chemicals,Jordan,1,0,low degree,
jotun a/s,Chemicals,Norway,1,0,low degree,
jouder precision industry kunshan,Automotive,China,1,0,low degree,
jp elektroprivreda bih dd sarajevo,Electric Utilities,Bosnia And Herzegovina,1,0,low degree,
jtekt india,Automotive,India,1,0,low degree,
jung do e&p,Chemicals,South Korea,1,0,low degree,
k ensol,Machinery,South Korea,1,0,low degree,
k&o energy,Gas & Water Utilities,Japan,1,0,low degree,
k&s wire products,Industrial Intermediate Prod,USA,1,0,low degree,
k-electric,Electric Utilities,Pakistan,1,0,low degree,
kaga electronics,Technology Hardware,Japan,1,0,low degree,
kailuan group ltd liability,Metals & Mining,China,1,0,low degree,
kaison green energy technology,Automotive,Taiwan,1,0,low degree,
kaji technology,Machinery,Japan,1,0,low degree,
kakuto,Engineering & Construction,Japan,1,0,low degree,
kalisch fierro y acero sa de cv,Steel,Spain,1,0,low degree,
kaluzhskiy dvigatel oao,Renewable Energy,Russia,1,0,low degree,
kam kwan,Steel,Hong Kong,1,0,low degree,
kaman,Aerospace & Defense,USA,1,0,low degree,
kamarajar port,Transportation & Logistics,India,1,0,low degree,
kamaya,Steel,Japan,1,0,low degree,
kamensk-uralsky metallurgical plant dao,Metals & Mining,Russia,1,0,low degree,
kamigumi,Transportation & Logistics,Japan,1,0,low degree,
kamtec,Industrial Intermediate Prod,USA,1,0,low degree,
kanagawa chuo kotsu,Transportation & Logistics,Japan,1,0,low degree,
kanefusa,Machinery,Japan,1,0,low degree,
kangde xin composite material,Industrial Intermediate Prod,China,1,0,low degree,
kangwu,Engineering & Construction,Taiwan,1,0,low degree,
kaohsiung rapid transit,Transportation & Logistics,Taiwan,1,0,low degree,
karara mining,Metals & Mining,Australia,1,0,low degree,
karitsu,Transportation & Logistics,Japan,1,0,low degree,
karot power co pvt,Renewable Energy,Pakistan,1,0,low degree,
katakura & co-op agri,Chemicals,Japan,1,0,low degree,
kawaden,Electrical Equipment,Japan,1,0,low degree,
kawaguchi chemical industry,Chemicals,Japan,1,0,low degree,
kawakami paint manufacturing,Chemicals,Japan,1,0,low degree,
kawakin,Industrial Intermediate Prod,Japan,1,0,low degree,
kawasho kk,Engineering & Construction,Japan,1,0,low degree,
kazmunaigas exploration production jsc,Oil & Gas Producers,Kazakhstan,1,0,low degree,
kazmunaygas national co jsc,Oil & Gas Producers,Kazakhstan,1,0,low degree,
kbi dongkook industrial,Automotive,South Korea,1,0,low degree,
kc cottrell,Machinery,South Korea,1,0,low degree,
kco energy,Automotive,South Korea,1,0,low degree,
kctc,Transportation & Logistics,South Korea,1,0,low degree,
kei shen construction,Renewable Energy,Taiwan,1,0,low degree,
keihin,Automotive,Japan,1,0,low degree,
keihin seimitsu kogyo,Automotive,Japan,1,0,low degree,
keika,Machinery,Japan,1,0,low degree,
keiwa,Semiconductors,Japan,1,0,low degree,
keiyo gas,Gas & Water Utilities,Japan,1,0,low degree,
keli motor,Machinery,China,1,0,low degree,
kemya al-jubail petrochemical,Chemicals,Saudi Arabia,1,0,low degree,
kenturn nano tec,Machinery,Taiwan,1,0,low degree,
kenya airways,Transportation & Logistics,South Africa,1,0,low degree,
kerry tj logistics,Transportation & Logistics,Taiwan,1,0,low degree,
keum kang steel,Steel,South Korea,1,0,low degree,
kevitsa,Mine,Finland,0,1,low degree,
key ware electronics,Machinery,Taiwan,1,0,low degree,
kfc,Industrial Intermediate Prod,Japan,1,0,low degree,
kgmobilians,Technology Services,South Korea,1,0,low degree,
kh neochem,Chemicals,Japan,1,0,low degree,
khabarovskaya toplivnaya kompaniya ooo khtk ooo,Oil & Gas Producers,Russia,1,0,low degree,
kiekert,Automotive,Germany,1,0,low degree,
kilang pertamina internasional pt,Oil & Gas Producers,Indonesia,1,0,low degree,
kilpilahden voimalaitos oy,Engineering & Construction,Finland,1,0,low degree,
kimoto,Industrial Intermediate Prod,Japan,1,0,low degree,
kimura kohki,Electrical Equipment,Japan,1,0,low degree,
kimura unity,Transportation & Logistics,Japan,1,0,low degree,
king slide works,Industrial Intermediate Prod,Taiwan,1,0,low degree,
king yuan electronics,Semiconductors,Taiwan,1,0,low degree,
kinsus interconnect technology,Technology Hardware,Taiwan,1,0,low degree,
kinugawa rubber industrial co ltd/old,Chemicals,Japan,1,0,low degree,
kiocl,Metals & Mining,India,1,0,low degree,
kirchhoff automotive,Automotive,Germany,1,0,low degree,
kita koudensha,Engineering & Construction,Japan,1,0,low degree,
kitanihon seiki,Industrial Intermediate Prod,Japan,1,0,low degree,
kitz,Machinery,Japan,1,0,low degree,
kiwirail,Transportation & Logistics,New Zealand,1,0,low degree,
kl chemicals,Chemicals,Taiwan,1,0,low degree,
